top - 07:14:31 up 2 days, 19:25,  1 user,  load average: 2.18, 2.62, 2.19
Tasks: 477 total,   2 running, 419 sleeping,  56 stopped,   0 zombie
%Cpu(s): 59.3 us, 39.4 sy,  0.8 ni,  0.0 id,  0.0 wa,  0.0 hi,  0.4 si,  0.0 st 
MiB Mem :  15808.0 total,    952.9 free,   5414.2 used,   9965.8 buff/cache     
MiB Swap:   4096.0 total,   4094.2 free,      1.8 used.  10393.8 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   3702 junayd    20   0  618240   8576   7424 S   0.0   0.1   0:00.24 gvfsd-t+
   3723 junayd    20   0  841528  14812  11896 S   0.0   0.1   0:07.95 xdg-des+
   3728 junayd    20   0 1309580 110332  78952 S   0.0   0.7   0:29.18 xdg-des+
   3743 junayd    20   0  424156  25476  19204 S   0.0   0.2   0:02.18 xdg-des+
   3814 junayd    20   0  245104   6144   5760 S   0.0   0.0   0:00.05 gvfsd-m+
   5362 junayd    20   0  575628  33160  26248 S   0.0   0.2   0:05.00 update-+
   8060 root      20   0  587324  42912  35396 S   0.0   0.3   0:10.47 fwupd
  68496 root      20   0  322180   7840   7200 S   0.0   0.0   0:00.34 boltd
  91423 junayd    20   0 2068260 497432 177484 S   0.0   3.1  11:34.91 Telegram
  91465 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-+
 123772 junayd    20   0  471048   8320   7680 S   0.0   0.1   0:00.04 gvfsd-n+
 123789 junayd    20   0  399216   8448   7552 S   0.0   0.1   0:00.09 gvfsd-d+
 123851 root      20   0       0      0      0 I   0.0   0.0   0:01.02 kworker+
